"date","city","newDeaths","deaths","newCases","totalCases"
2020-03-12,"Recife",0,0,2,2
2020-03-13,"Recife",0,0,0,2
2020-03-14,"Recife",0,0,4,6
2020-03-15,"Recife",0,0,1,7
2020-03-16,"Recife",0,0,0,7
2020-03-17,"Jaboatão dos Guararapes",0,0,2,2
2020-03-17,"Recife",0,0,6,13
2020-03-18,"Jaboatão dos Guararapes",0,0,-1,1
2020-03-18,"Recife",0,0,1,14
2020-03-19,"Jaboatão dos Guararapes",0,0,0,1
2020-03-19,"Recife",0,0,0,14
2020-03-20,"Jaboatão dos Guararapes",0,0,0,1
2020-03-20,"Recife",0,0,0,14
2020-03-21,"Jaboatão dos Guararapes",0,0,2,3
2020-03-21,"Recife",0,0,11,25
2020-03-22,"Jaboatão dos Guararapes",0,0,0,3
2020-03-22,"Olinda",0,0,1,1
2020-03-22,"Recife",0,0,3,28
2020-03-23,"Jaboatão dos Guararapes",0,0,0,3
2020-03-23,"Olinda",0,0,1,2
2020-03-23,"Recife",0,0,2,30
2020-03-24,"Jaboatão dos Guararapes",0,0,0,3
2020-03-24,"Olinda",0,0,0,2
2020-03-24,"Recife",0,0,0,30
2020-03-25,"Jaboatão dos Guararapes",0,0,0,3
2020-03-25,"Olinda",0,0,1,3
2020-03-25,"Recife",1,1,1,31
2020-03-26,"Jaboatão dos Guararapes",0,0,0,3
2020-03-26,"Olinda",0,0,0,3
2020-03-26,"Recife",1,2,2,33
2020-03-27,"Camaragibe",0,0,1,1
2020-03-27,"Fernando de Noronha",0,0,1,1
2020-03-27,"Jaboatão dos Guararapes",0,0,1,4
2020-03-27,"Olinda",0,0,0,3
2020-03-27,"Recife",1,3,5,38
2020-03-28,"Camaragibe",0,0,0,1
2020-03-28,"Fernando de Noronha",0,0,0,1
2020-03-28,"Jaboatão dos Guararapes",0,0,1,5
2020-03-28,"Olinda",0,0,1,4
2020-03-28,"Recife",1,4,8,46
2020-03-28,"São Lourenço da Mata",0,0,1,1
2020-03-29,"Camaragibe",0,0,0,1
2020-03-29,"Fernando de Noronha",0,0,0,1
2020-03-29,"Jaboatão dos Guararapes",0,0,1,6
2020-03-29,"Olinda",0,0,0,4
2020-03-29,"Recife",0,4,4,50
2020-03-29,"São Lourenço da Mata",0,0,0,1
2020-03-30,"Camaragibe",0,0,0,1
2020-03-30,"Fernando de Noronha",0,0,0,1
2020-03-30,"Jaboatão dos Guararapes",0,0,0,6
2020-03-30,"Olinda",0,0,1,5
2020-03-30,"Recife",0,4,2,52
2020-03-30,"São Lourenço da Mata",0,0,0,1
2020-03-31,"Camaragibe",0,0,0,1
2020-03-31,"Fernando de Noronha",0,0,1,2
2020-03-31,"Jaboatão dos Guararapes",0,0,0,6
2020-03-31,"Olinda",0,0,0,5
2020-03-31,"Recife",0,4,6,58
2020-03-31,"São Lourenço da Mata",0,0,2,3
2020-04-01,"Camaragibe",0,0,1,2
2020-04-01,"Fernando de Noronha",0,0,0,2
2020-04-01,"Jaboatão dos Guararapes",0,0,0,6
2020-04-01,"Olinda",1,1,0,5
2020-04-01,"Recife",1,5,6,64
2020-04-01,"São Lourenço da Mata",0,0,0,3
2020-04-02,"Camaragibe",0,0,0,2
2020-04-02,"Fernando de Noronha",0,0,0,2
2020-04-02,"Jaboatão dos Guararapes",0,0,1,7
2020-04-02,"Olinda",0,1,0,5
2020-04-02,"Recife",1,6,10,74
2020-04-02,"São Lourenço da Mata",0,0,0,3
2020-04-03,"Cabo de Santo Agostinho",1,1,2,2
2020-04-03,"Camaragibe",0,0,2,4
2020-04-03,"Fernando de Noronha",0,0,3,5
2020-04-03,"Jaboatão dos Guararapes",0,0,1,8
2020-04-03,"Olinda",0,1,1,6
2020-04-03,"Paulista",0,0,3,3
2020-04-03,"Recife",0,6,18,92
2020-04-03,"São Lourenço da Mata",0,0,0,3
2020-04-04,"Cabo de Santo Agostinho",0,1,2,4
2020-04-04,"Camaragibe",0,0,2,6
2020-04-04,"Fernando de Noronha",0,0,2,7
2020-04-04,"Jaboatão dos Guararapes",0,0,3,11
2020-04-04,"Olinda",0,1,2,8
2020-04-04,"Paulista",0,0,0,3
2020-04-04,"Recife",4,10,27,119
2020-04-04,"São Lourenço da Mata",0,0,0,3
2020-04-05,"Cabo de Santo Agostinho",0,1,1,5
2020-04-05,"Camaragibe",0,0,0,6
2020-04-05,"Fernando de Noronha",0,0,0,7
2020-04-05,"Jaboatão dos Guararapes",0,0,1,12
2020-04-05,"Olinda",2,3,1,9
2020-04-05,"Paulista",0,0,2,5
2020-04-05,"Recife",4,14,20,139
2020-04-05,"São Lourenço da Mata",0,0,0,3
2020-04-06,"Cabo de Santo Agostinho",0,1,0,5
2020-04-06,"Camaragibe",1,1,1,7
2020-04-06,"Fernando de Noronha",0,0,0,7
2020-04-06,"Jaboatão dos Guararapes",1,1,3,15
2020-04-06,"Olinda",0,3,2,11
2020-04-06,"Paulista",0,0,0,5
2020-04-06,"Recife",2,16,7,146
2020-04-06,"São Lourenço da Mata",3,3,4,7
2020-04-07,"Cabo de Santo Agostinho",0,1,1,6
2020-04-07,"Camaragibe",0,1,3,10
2020-04-07,"Fernando de Noronha",0,0,7,14
2020-04-07,"Igarassu",0,0,1,1
2020-04-07,"Jaboatão dos Guararapes",0,1,9,24
2020-04-07,"Moreno",0,0,2,2
2020-04-07,"Olinda",0,3,7,18
2020-04-07,"Paulista",0,0,3,8
2020-04-07,"Recife",2,18,75,221
2020-04-07,"São Lourenço da Mata",0,3,7,14
2020-04-07,"Vitória de Santo Antão",0,0,3,3
2020-04-08,"Cabo de Santo Agostinho",1,2,2,8
2020-04-08,"Camaragibe",1,2,3,13
2020-04-08,"Fernando de Noronha",0,0,0,14
2020-04-08,"Igarassu",0,0,0,1
2020-04-08,"Jaboatão dos Guararapes",1,2,2,26
2020-04-08,"Moreno",0,0,0,2
2020-04-08,"Olinda",2,5,3,21
2020-04-08,"Paulista",0,0,1,9
2020-04-08,"Recife",3,21,33,254
2020-04-08,"São Lourenço da Mata",2,5,1,15
2020-04-08,"Vitória de Santo Antão",0,0,0,3
2020-04-09,"Abreu e Lima",0,0,1,1
2020-04-09,"Cabo de Santo Agostinho",2,4,4,12
2020-04-09,"Camaragibe",0,2,7,20
2020-04-09,"Fernando de Noronha",0,0,0,14
2020-04-09,"Igarassu",0,0,0,1
2020-04-09,"Jaboatão dos Guararapes",0,2,9,35
2020-04-09,"Moreno",0,0,0,2
2020-04-09,"Olinda",0,5,11,32
2020-04-09,"Paulista",0,0,14,23
2020-04-09,"Pombos",0,0,1,1
2020-04-09,"Recife",6,27,86,340
2020-04-09,"São Lourenço da Mata",1,6,5,20
2020-04-09,"Vitória de Santo Antão",0,0,0,3
2020-04-10,"Abreu e Lima",0,0,0,1
2020-04-10,"Cabo de Santo Agostinho",0,4,1,13
2020-04-10,"Camaragibe",1,3,4,24
2020-04-10,"Fernando de Noronha",0,0,0,14
2020-04-10,"Igarassu",1,1,1,2
2020-04-10,"Ipojuca",0,0,1,1
2020-04-10,"Jaboatão dos Guararapes",0,2,16,51
2020-04-10,"Moreno",0,0,0,2
2020-04-10,"Olinda",0,5,12,44
2020-04-10,"Paulista",0,0,11,34
2020-04-10,"Pombos",0,0,0,1
2020-04-10,"Recife",5,32,73,413
2020-04-10,"São Lourenço da Mata",0,6,1,21
2020-04-10,"Vitória de Santo Antão",0,0,0,3
2020-04-11,"Abreu e Lima",0,0,4,5
2020-04-11,"Cabo de Santo Agostinho",0,4,1,14
2020-04-11,"Camaragibe",0,3,4,28
2020-04-11,"Fernando de Noronha",0,0,0,14
2020-04-11,"Igarassu",0,1,1,3
2020-04-11,"Ipojuca",0,0,2,3
2020-04-11,"Jaboatão dos Guararapes",1,3,6,57
2020-04-11,"Moreno",0,0,0,2
2020-04-11,"Olinda",1,6,13,57
2020-04-11,"Paulista",0,0,6,40
2020-04-11,"Pombos",0,0,0,1
2020-04-11,"Recife",2,34,73,486
2020-04-11,"São Lourenço da Mata",1,7,7,28
2020-04-11,"Vitória de Santo Antão",0,0,1,4
2020-04-12,"Abreu e Lima",0,0,5,10
2020-04-12,"Cabo de Santo Agostinho",1,5,1,15
2020-04-12,"Camaragibe",1,4,5,33
2020-04-12,"Chã Grande",0,0,1,1
2020-04-12,"Fernando de Noronha",0,0,10,24
2020-04-12,"Glória do Goitá",0,0,1,1
2020-04-12,"Igarassu",0,1,0,3
2020-04-12,"Ipojuca",0,0,2,5
2020-04-12,"Itapissuma",0,0,1,1
2020-04-12,"Jaboatão dos Guararapes",2,5,10,67
2020-04-12,"Moreno",0,0,0,2
2020-04-12,"Olinda",0,6,15,72
2020-04-12,"Paulista",0,0,7,47
2020-04-12,"Pombos",0,0,0,1
2020-04-12,"Recife",3,37,71,557
2020-04-12,"São Lourenço da Mata",2,9,3,31
2020-04-12,"Vitória de Santo Antão",1,1,1,5
2020-04-13,"Abreu e Lima",0,0,3,13
2020-04-13,"Araçoiaba",0,0,2,2
2020-04-13,"Cabo de Santo Agostinho",0,5,0,15
2020-04-13,"Camaragibe",0,4,4,37
2020-04-13,"Chã Grande",0,0,0,1
2020-04-13,"Fernando de Noronha",0,0,0,24
2020-04-13,"Glória do Goitá",0,0,0,1
2020-04-13,"Igarassu",0,1,0,3
2020-04-13,"Ipojuca",0,0,0,5
2020-04-13,"Itapissuma",0,0,1,2
2020-04-13,"Jaboatão dos Guararapes",1,6,12,79
2020-04-13,"Moreno",0,0,2,4
2020-04-13,"Olinda",1,7,19,91
2020-04-13,"Paulista",2,2,20,67
2020-04-13,"Pombos",1,1,1,2
2020-04-13,"Recife",9,46,115,672
2020-04-13,"São Lourenço da Mata",0,9,2,33
2020-04-13,"Vitória de Santo Antão",0,1,1,6
2020-04-14,"Abreu e Lima",0,0,2,15
2020-04-14,"Araçoiaba",0,0,0,2
2020-04-14,"Cabo de Santo Agostinho",2,7,4,19
2020-04-14,"Camaragibe",1,5,8,45
2020-04-14,"Chã Grande",0,0,0,1
2020-04-14,"Chã de Alegria",0,0,1,1
2020-04-14,"Fernando de Noronha",0,0,0,24
2020-04-14,"Glória do Goitá",0,0,0,1
2020-04-14,"Igarassu",0,1,2,5
2020-04-14,"Ilha de Itamaracá",0,0,2,2
2020-04-14,"Ipojuca",0,0,0,5
2020-04-14,"Itapissuma",0,0,0,2
2020-04-14,"Jaboatão dos Guararapes",1,7,15,94
2020-04-14,"Moreno",1,1,1,5
2020-04-14,"Olinda",1,8,11,102
2020-04-14,"Paulista",0,2,8,75
2020-04-14,"Pombos",0,1,0,2
2020-04-14,"Recife",4,50,61,733
2020-04-14,"São Lourenço da Mata",1,10,10,43
2020-04-14,"Vitória de Santo Antão",0,1,1,7
2020-04-15,"Abreu e Lima",0,0,0,15
2020-04-15,"Araçoiaba",0,0,0,2
2020-04-15,"Cabo de Santo Agostinho",1,8,-1,18
2020-04-15,"Camaragibe",1,6,10,55
2020-04-15,"Chã Grande",0,0,1,2
2020-04-15,"Chã de Alegria",0,0,0,1
2020-04-15,"Fernando de Noronha",0,0,0,24
2020-04-15,"Glória do Goitá",0,0,1,2
2020-04-15,"Igarassu",1,2,3,8
2020-04-15,"Ilha de Itamaracá",0,0,1,3
2020-04-15,"Ipojuca",1,1,2,7
2020-04-15,"Itapissuma",0,0,0,2
2020-04-15,"Jaboatão dos Guararapes",3,10,9,103
2020-04-15,"Moreno",0,1,1,6
2020-04-15,"Olinda",3,11,20,122
2020-04-15,"Paulista",2,4,8,83
2020-04-15,"Pombos",0,1,0,2
2020-04-15,"Recife",12,62,124,857
2020-04-15,"São Lourenço da Mata",1,11,3,46
2020-04-15,"Vitória de Santo Antão",0,1,3,10
2020-04-16,"Abreu e Lima",0,0,2,17
2020-04-16,"Araçoiaba",0,0,0,2
2020-04-16,"Cabo de Santo Agostinho",1,9,1,19
2020-04-16,"Camaragibe",0,6,8,63
2020-04-16,"Chã Grande",0,0,1,3
2020-04-16,"Chã de Alegria",0,0,0,1
2020-04-16,"Fernando de Noronha",0,0,0,24
2020-04-16,"Glória do Goitá",0,0,0,2
2020-04-16,"Igarassu",0,2,5,13
2020-04-16,"Ilha de Itamaracá",0,0,1,4
2020-04-16,"Ipojuca",0,1,0,7
2020-04-16,"Itapissuma",0,0,0,2
2020-04-16,"Jaboatão dos Guararapes",1,11,18,121
2020-04-16,"Moreno",1,2,0,6
2020-04-16,"Olinda",1,12,25,147
2020-04-16,"Paulista",0,4,15,98
2020-04-16,"Pombos",0,1,0,2
2020-04-16,"Recife",8,70,101,958
2020-04-16,"São Lourenço da Mata",1,12,6,52
2020-04-16,"Vitória de Santo Antão",1,2,1,11
2020-04-17,"Abreu e Lima",0,0,1,18
2020-04-17,"Araçoiaba",0,0,0,2
2020-04-17,"Cabo de Santo Agostinho",1,10,2,21
2020-04-17,"Camaragibe",1,7,17,80
2020-04-17,"Chã Grande",0,0,0,3
2020-04-17,"Chã de Alegria",0,0,1,2
2020-04-17,"Fernando de Noronha",0,0,0,24
2020-04-17,"Glória do Goitá",0,0,0,2
2020-04-17,"Igarassu",1,3,2,15
2020-04-17,"Ilha de Itamaracá",0,0,0,4
2020-04-17,"Ipojuca",0,1,0,7
2020-04-17,"Itapissuma",0,0,0,2
2020-04-17,"Jaboatão dos Guararapes",3,14,18,139
2020-04-17,"Moreno",0,2,0,6
2020-04-17,"Olinda",1,13,38,185
2020-04-17,"Paulista",0,4,24,122
2020-04-17,"Pombos",0,1,2,4
2020-04-17,"Recife",15,85,178,1136
2020-04-17,"São Lourenço da Mata",1,13,9,61
2020-04-17,"Vitória de Santo Antão",2,4,4,15
2020-04-18,"Abreu e Lima",0,0,3,21
2020-04-18,"Araçoiaba",0,0,0,2
2020-04-18,"Cabo de Santo Agostinho",1,11,1,22
2020-04-18,"Camaragibe",0,7,7,87
2020-04-18,"Chã Grande",0,0,0,3
2020-04-18,"Chã de Alegria",0,0,0,2
2020-04-18,"Fernando de Noronha",0,0,2,26
2020-04-18,"Glória do Goitá",0,0,0,2
2020-04-18,"Igarassu",0,3,1,16
2020-04-18,"Ilha de Itamaracá",0,0,0,4
2020-04-18,"Ipojuca",0,1,0,7
2020-04-18,"Itapissuma",0,0,0,2
2020-04-18,"Jaboatão dos Guararapes",1,15,20,159
2020-04-18,"Moreno",0,2,1,7
2020-04-18,"Olinda",1,14,13,198
2020-04-18,"Paulista",1,5,8,130
2020-04-18,"Pombos",0,1,0,4
2020-04-18,"Recife",9,94,119,1255
2020-04-18,"São Lourenço da Mata",0,13,3,64
2020-04-18,"Vitória de Santo Antão",0,4,5,20
2020-04-19,"Abreu e Lima",0,0,6,27
2020-04-19,"Araçoiaba",0,0,0,2
2020-04-19,"Cabo de Santo Agostinho",0,11,5,27
2020-04-19,"Camaragibe",0,7,6,93
2020-04-19,"Chã Grande",0,0,0,3
2020-04-19,"Chã de Alegria",0,0,0,2
2020-04-19,"Fernando de Noronha",0,0,1,27
2020-04-19,"Glória do Goitá",0,0,0,2
2020-04-19,"Igarassu",1,4,2,18
2020-04-19,"Ilha de Itamaracá",0,0,0,4
2020-04-19,"Ipojuca",0,1,3,10
2020-04-19,"Itapissuma",0,0,0,2
2020-04-19,"Jaboatão dos Guararapes",1,16,30,189
2020-04-19,"Moreno",0,2,3,10
2020-04-19,"Olinda",2,16,15,213
2020-04-19,"Paulista",0,5,13,143
2020-04-19,"Pombos",0,1,2,6
2020-04-19,"Recife",6,100,144,1399
2020-04-19,"São Lourenço da Mata",1,14,4,68
2020-04-19,"Vitória de Santo Antão",0,4,2,22
2020-04-20,"Abreu e Lima",0,0,2,29
2020-04-20,"Araçoiaba",0,0,0,2
2020-04-20,"Cabo de Santo Agostinho",0,11,3,30
2020-04-20,"Camaragibe",1,8,12,105
2020-04-20,"Chã Grande",0,0,0,3
2020-04-20,"Chã de Alegria",0,0,0,2
2020-04-20,"Fernando de Noronha",0,0,0,27
2020-04-20,"Glória do Goitá",0,0,1,3
2020-04-20,"Igarassu",1,5,5,23
2020-04-20,"Ilha de Itamaracá",0,0,0,4
2020-04-20,"Ipojuca",0,1,0,10
2020-04-20,"Itapissuma",0,0,0,2
2020-04-20,"Jaboatão dos Guararapes",2,18,15,204
2020-04-20,"Moreno",0,2,0,10
2020-04-20,"Olinda",3,19,20,233
2020-04-20,"Paulista",1,6,10,153
2020-04-20,"Pombos",0,1,0,6
2020-04-20,"Recife",7,107,153,1552
2020-04-20,"São Lourenço da Mata",0,14,0,68
2020-04-20,"Vitória de Santo Antão",0,4,3,25
2020-04-21,"Abreu e Lima",0,0,0,29
2020-04-21,"Araçoiaba",0,0,0,2
2020-04-21,"Cabo de Santo Agostinho",1,12,2,32
2020-04-21,"Camaragibe",2,10,5,110
2020-04-21,"Chã Grande",0,0,0,3
2020-04-21,"Chã de Alegria",0,0,0,2
2020-04-21,"Fernando de Noronha",0,0,2,29
2020-04-21,"Glória do Goitá",1,1,0,3
2020-04-21,"Igarassu",0,5,1,24
2020-04-21,"Ilha de Itamaracá",0,0,1,5
2020-04-21,"Ipojuca",1,2,1,11
2020-04-21,"Itapissuma",0,0,0,2
2020-04-21,"Jaboatão dos Guararapes",4,22,14,218
2020-04-21,"Moreno",0,2,2,12
2020-04-21,"Olinda",4,23,20,253
2020-04-21,"Paulista",1,7,11,164
2020-04-21,"Pombos",0,1,0,6
2020-04-21,"Recife",7,114,135,1687
2020-04-21,"São Lourenço da Mata",4,18,5,73
2020-04-21,"Vitória de Santo Antão",1,5,1,26
2020-04-22,"Abreu e Lima",1,1,2,31
2020-04-22,"Araçoiaba",0,0,1,3
2020-04-22,"Cabo de Santo Agostinho",0,12,8,40
2020-04-22,"Camaragibe",1,11,7,117
2020-04-22,"Chã Grande",0,0,0,3
2020-04-22,"Chã de Alegria",0,0,1,3
2020-04-22,"Fernando de Noronha",0,0,-1,28
2020-04-22,"Glória do Goitá",0,1,1,4
2020-04-22,"Igarassu",0,5,3,27
2020-04-22,"Ilha de Itamaracá",0,0,0,5
2020-04-22,"Ipojuca",0,2,2,13
2020-04-22,"Itapissuma",0,0,1,3
2020-04-22,"Jaboatão dos Guararapes",1,23,35,253
2020-04-22,"Moreno",0,2,2,14
2020-04-22,"Olinda",2,25,40,293
2020-04-22,"Paulista",4,11,20,184
2020-04-22,"Pombos",0,1,2,8
2020-04-22,"Recife",10,124,217,1904
2020-04-22,"São Lourenço da Mata",0,18,14,87
2020-04-22,"Vitória de Santo Antão",1,6,4,30
2020-04-23,"Abreu e Lima",0,1,5,36
2020-04-23,"Araçoiaba",0,0,0,3
2020-04-23,"Cabo de Santo Agostinho",0,12,3,43
2020-04-23,"Camaragibe",3,14,7,124
2020-04-23,"Chã Grande",0,0,6,9
2020-04-23,"Chã de Alegria",0,0,1,4
2020-04-23,"Fernando de Noronha",0,0,0,28
2020-04-23,"Glória do Goitá",1,2,2,6
2020-04-23,"Igarassu",0,5,4,31
2020-04-23,"Ilha de Itamaracá",0,0,1,6
2020-04-23,"Ipojuca",1,3,1,14
2020-04-23,"Itapissuma",0,0,0,3
2020-04-23,"Jaboatão dos Guararapes",4,27,29,282
2020-04-23,"Moreno",0,2,5,19
2020-04-23,"Olinda",0,25,31,324
2020-04-23,"Paulista",0,11,24,208
2020-04-23,"Pombos",0,1,0,8
2020-04-23,"Recife",14,138,158,2062
2020-04-23,"São Lourenço da Mata",2,20,7,94
2020-04-23,"Vitória de Santo Antão",1,7,6,36
2020-04-24,"Abreu e Lima",0,1,-5,31
2020-04-24,"Araçoiaba",0,0,-1,2
2020-04-24,"Cabo de Santo Agostinho",0,12,-10,33
2020-04-24,"Camaragibe",0,14,-6,118
2020-04-24,"Chã Grande",0,0,-5,4
2020-04-24,"Chã de Alegria",0,0,0,4
2020-04-24,"Fernando de Noronha",0,0,0,28
2020-04-24,"Glória do Goitá",1,3,0,6
2020-04-24,"Igarassu",2,7,-2,29
2020-04-24,"Ilha de Itamaracá",0,0,-1,5
2020-04-24,"Ipojuca",0,3,0,14
2020-04-24,"Itapissuma",0,0,-1,2
2020-04-24,"Jaboatão dos Guararapes",8,35,-21,261
2020-04-24,"Moreno",0,2,-8,11
2020-04-24,"Olinda",3,28,-43,281
2020-04-24,"Paulista",3,14,-15,193
2020-04-24,"Pombos",0,1,-1,7
2020-04-24,"Recife",14,152,-415,1647
2020-04-24,"São Lourenço da Mata",0,20,-5,89
2020-04-24,"Vitória de Santo Antão",0,7,-1,35
2020-04-25,"Abreu e Lima",1,2,8,39
2020-04-25,"Araçoiaba",0,0,0,2
2020-04-25,"Cabo de Santo Agostinho",0,12,3,36
2020-04-25,"Camaragibe",0,14,18,136
2020-04-25,"Chã Grande",0,0,0,4
2020-04-25,"Chã de Alegria",0,0,0,4
2020-04-25,"Fernando de Noronha",0,0,0,28
2020-04-25,"Glória do Goitá",0,3,0,6
2020-04-25,"Igarassu",1,8,3,32
2020-04-25,"Ilha de Itamaracá",0,0,0,5
2020-04-25,"Ipojuca",0,3,6,20
2020-04-25,"Itapissuma",0,0,0,2
2020-04-25,"Jaboatão dos Guararapes",6,41,39,300
2020-04-25,"Moreno",0,2,2,13
2020-04-25,"Olinda",2,30,12,293
2020-04-25,"Paulista",4,18,17,210
2020-04-25,"Pombos",0,1,1,8
2020-04-25,"Recife",12,164,129,1776
2020-04-25,"São Lourenço da Mata",2,22,8,97
2020-04-25,"Vitória de Santo Antão",2,9,4,39
2020-04-26,"Abreu e Lima",0,2,10,49
2020-04-26,"Araçoiaba",0,0,1,3
2020-04-26,"Cabo de Santo Agostinho",-1,11,18,54
2020-04-26,"Camaragibe",0,14,38,174
2020-04-26,"Chã Grande",0,0,8,12
2020-04-26,"Chã de Alegria",0,0,1,5
2020-04-26,"Fernando de Noronha",0,0,0,28
2020-04-26,"Glória do Goitá",0,3,3,9
2020-04-26,"Igarassu",0,8,13,45
2020-04-26,"Ilha de Itamaracá",0,0,2,7
2020-04-26,"Ipojuca",0,3,0,20
2020-04-26,"Itapissuma",0,0,2,4
2020-04-26,"Jaboatão dos Guararapes",7,48,110,410
2020-04-26,"Moreno",-1,1,14,27
2020-04-26,"Olinda",2,32,140,433
2020-04-26,"Paulista",2,20,101,311
2020-04-26,"Pombos",1,2,10,18
2020-04-26,"Recife",18,182,946,2722
2020-04-26,"São Lourenço da Mata",1,23,21,118
2020-04-26,"Vitória de Santo Antão",1,10,24,63
2020-04-27,"Abreu e Lima",0,2,5,54
2020-04-27,"Araçoiaba",1,1,2,5
2020-04-27,"Cabo de Santo Agostinho",1,12,12,66
2020-04-27,"Camaragibe",3,17,16,190
2020-04-27,"Chã Grande",0,0,5,17
2020-04-27,"Chã de Alegria",1,1,2,7
2020-04-27,"Fernando de Noronha",0,0,0,28
2020-04-27,"Glória do Goitá",0,3,0,9
2020-04-27,"Igarassu",0,8,1,46
2020-04-27,"Ilha de Itamaracá",0,0,1,8
2020-04-27,"Ipojuca",0,3,0,20
2020-04-27,"Itapissuma",0,0,1,5
2020-04-27,"Jaboatão dos Guararapes",4,52,46,456
2020-04-27,"Moreno",0,1,2,29
2020-04-27,"Olinda",3,35,43,476
2020-04-27,"Paulista",1,21,26,337
2020-04-27,"Pombos",0,2,0,18
2020-04-27,"Recife",13,195,249,2971
2020-04-27,"São Lourenço da Mata",0,23,7,125
2020-04-27,"Vitória de Santo Antão",1,11,3,66
2020-04-28,"Abreu e Lima",2,4,8,62
2020-04-28,"Araçoiaba",0,1,0,5
2020-04-28,"Cabo de Santo Agostinho",1,13,5,71
2020-04-28,"Camaragibe",0,17,11,201
2020-04-28,"Chã Grande",0,0,0,17
2020-04-28,"Chã de Alegria",0,1,1,8
2020-04-28,"Fernando de Noronha",0,0,0,28
2020-04-28,"Glória do Goitá",0,3,0,9
2020-04-28,"Igarassu",1,9,8,54
2020-04-28,"Ilha de Itamaracá",0,0,0,8
2020-04-28,"Ipojuca",0,3,2,22
2020-04-28,"Itapissuma",1,1,0,5
2020-04-28,"Jaboatão dos Guararapes",4,56,33,489
2020-04-28,"Moreno",0,1,1,30
2020-04-28,"Olinda",7,42,39,515
2020-04-28,"Paulista",5,26,31,368
2020-04-28,"Pombos",0,2,0,18
2020-04-28,"Recife",24,219,187,3158
2020-04-28,"São Lourenço da Mata",1,24,8,133
2020-04-28,"Vitória de Santo Antão",1,12,4,70
2020-04-29,"Abreu e Lima",0,4,5,67
2020-04-29,"Araçoiaba",0,1,0,5
2020-04-29,"Cabo de Santo Agostinho",2,15,5,76
2020-04-29,"Camaragibe",1,18,12,213
2020-04-29,"Chã Grande",0,0,1,18
2020-04-29,"Chã de Alegria",0,1,2,10
2020-04-29,"Fernando de Noronha",0,0,0,28
2020-04-29,"Glória do Goitá",1,4,2,11
2020-04-29,"Igarassu",0,9,4,58
2020-04-29,"Ilha de Itamaracá",0,0,0,8
2020-04-29,"Ipojuca",0,3,1,23
2020-04-29,"Itapissuma",0,1,0,5
2020-04-29,"Jaboatão dos Guararapes",3,59,43,532
2020-04-29,"Moreno",0,1,2,32
2020-04-29,"Olinda",0,42,36,551
2020-04-29,"Paulista",0,26,27,395
2020-04-29,"Pombos",0,2,5,23
2020-04-29,"Recife",17,236,265,3423
2020-04-29,"São Lourenço da Mata",1,25,9,142
2020-04-29,"Vitória de Santo Antão",0,12,8,78
2020-04-30,"Abreu e Lima",0,4,5,72
2020-04-30,"Araçoiaba",0,1,0,5
2020-04-30,"Cabo de Santo Agostinho",0,15,5,81
2020-04-30,"Camaragibe",0,18,18,231
2020-04-30,"Chã Grande",0,0,0,18
2020-04-30,"Chã de Alegria",0,1,1,11
2020-04-30,"Fernando de Noronha",0,0,0,28
2020-04-30,"Glória do Goitá",0,4,3,14
2020-04-30,"Igarassu",1,10,9,67
2020-04-30,"Ilha de Itamaracá",0,0,1,9
2020-04-30,"Ipojuca",0,3,3,26
2020-04-30,"Itapissuma",1,2,2,7
2020-04-30,"Jaboatão dos Guararapes",2,61,60,592
2020-04-30,"Moreno",0,1,3,35
2020-04-30,"Olinda",1,43,66,617
2020-04-30,"Paulista",2,28,50,445
2020-04-30,"Pombos",0,2,2,25
2020-04-30,"Recife",14,250,357,3780
2020-04-30,"São Lourenço da Mata",3,28,21,163
2020-04-30,"Vitória de Santo Antão",1,13,14,92
2020-05-01,"Abreu e Lima",0,4,5,77
2020-05-01,"Araçoiaba",1,2,1,6
2020-05-01,"Cabo de Santo Agostinho",1,16,17,98
2020-05-01,"Camaragibe",2,20,18,249
2020-05-01,"Chã Grande",0,0,1,19
2020-05-01,"Chã de Alegria",0,1,0,11
2020-05-01,"Fernando de Noronha",0,0,0,28
2020-05-01,"Glória do Goitá",0,4,1,15
2020-05-01,"Igarassu",0,10,9,76
2020-05-01,"Ilha de Itamaracá",0,0,0,9
2020-05-01,"Ipojuca",0,3,1,27
2020-05-01,"Itapissuma",0,2,0,7
2020-05-01,"Jaboatão dos Guararapes",5,66,35,627
2020-05-01,"Moreno",0,1,0,35
2020-05-01,"Olinda",8,51,47,664
2020-05-01,"Paulista",1,29,39,484
2020-05-01,"Pombos",0,2,1,26
2020-05-01,"Recife",7,257,241,4021
2020-05-01,"São Lourenço da Mata",1,29,4,167
2020-05-01,"Vitória de Santo Antão",1,14,5,97
2020-05-02,"Abreu e Lima",0,4,6,83
2020-05-02,"Araçoiaba",0,2,2,8
2020-05-02,"Cabo de Santo Agostinho",1,17,11,109
2020-05-02,"Camaragibe",1,21,28,277
2020-05-02,"Chã Grande",0,0,0,19
2020-05-02,"Chã de Alegria",0,1,1,12
2020-05-02,"Fernando de Noronha",0,0,0,28
2020-05-02,"Glória do Goitá",0,4,2,17
2020-05-02,"Igarassu",0,10,13,89
2020-05-02,"Ilha de Itamaracá",0,0,4,13
2020-05-02,"Ipojuca",0,3,2,29
2020-05-02,"Itapissuma",0,2,0,7
